2025-06-01T23:13:30.143551,T1,18.690508724594388,°C
2025-06-01T23:14:36.529940,T1,17.308689290065306,°C
2025-06-01T23:14:38.576483,H1,63.6514133041432,%
2025-06-01T23:14:41.579427,L1,0,lux
2025-06-01T23:14:44.581194,P1,1012.6115701006131,hPa
2025-06-01T23:14:48.584314,T1,19.669976883855888,°C
2025-06-01T23:14:51.586150,H1,62.27335314307529,%
2025-06-01T23:14:54.589360,L1,0,lux
2025-06-01T23:14:57.590635,P1,1014.4302856282077,hPa
2025-06-01T23:15:01.593188,T1,15.871572830350646,°C
2025-06-01T23:15:04.594784,H1,62.01160494561358,%
2025-06-01T23:15:07.596822,L1,0,lux
2025-06-01T23:15:10.599376,P1,1016.5457418816603,hPa
2025-06-01T23:15:14.603390,T1,17.815551574831243,°C
2025-06-01T23:15:17.605479,H1,56.34777407346079,%
2025-06-01T23:15:20.606865,L1,0,lux
2025-06-01T23:15:23.608554,P1,1013.4779152371777,hPa
2025-06-01T23:15:27.609475,T1,19.18027168095363,°C
2025-06-01T23:15:30.610524,H1,54.80476256054049,%
2025-06-01T23:15:33.612526,L1,0,lux
2025-06-01T23:15:36.614212,P1,1013.2032735479086,hPa
2025-06-01T23:15:40.615488,T1,16.618945236417222,°C
2025-06-01T23:15:43.616717,H1,59.99059788164208,%
2025-06-01T23:15:46.617734,L1,0,lux
2025-06-01T23:15:49.618793,P1,1012.793420178833,hPa
2025-06-01T23:15:53.620267,T1,15.484612272755824,°C
2025-06-01T23:15:56.621035,H1,60.19116509826976,%
2025-06-01T23:15:59.622759,L1,0,lux
2025-06-01T23:16:02.623886,P1,1013.7878017789748,hPa
2025-06-01T23:16:06.625710,T1,16.71411143272775,°C
2025-06-01T23:16:09.627275,H1,56.74442548801865,%
2025-06-01T23:16:12.628525,L1,0,lux
2025-06-01T23:16:15.629662,P1,1014.521807338066,hPa
2025-06-01T23:16:19.630734,T1,15.9346391577711,°C
2025-06-01T23:16:22.632362,H1,58.37882013707017,%
2025-06-01T23:16:25.633726,L1,0,lux
2025-06-01T23:16:28.635439,P1,1011.9889993403372,hPa
2025-06-01T23:16:32.636765,T1,15.074034156864968,°C
2025-06-01T23:16:35.638417,H1,60.77781709178743,%
2025-06-01T23:16:38.641530,L1,0,lux
2025-06-01T23:16:41.644404,P1,1013.7775174925139,hPa
2025-06-01T23:45:13.430158,T1,17.33702537963922,°C
2025-06-01T23:45:39.274261,T1,17.711097892215584,°C
2025-06-01T23:45:41.318076,H1,54.2927676494528,%
2025-06-01T23:45:43.379259,L1,0,lux
2025-06-01T23:45:45.426869,P1,1014.6603396129898,hPa
2025-06-01T23:45:48.475723,T1,15.698230947609817,°C
