timestamp,sensor_id,value,unit
2025-05-07T16:45:22.707809,T1,14.103753401371916,°C
2025-05-07T16:45:22.707809,H1,54.22545907494505,%
2025-05-07T16:45:22.707809,L1,0,lux
2025-05-07T16:46:04.694658,T1,14.65122241132069,°C
2025-05-07T16:46:04.694658,H1,51.666914810519046,%
2025-05-07T16:46:04.694658,L1,0,lux
2025-05-07T16:46:04.694658,P1,1013.2315904187051,hPa
2025-05-07T16:46:05.695154,T1,13.220536042030876,°C
2025-05-07T16:46:05.695154,H1,48.1495272494612,%
2025-05-07T16:46:05.695154,L1,0,lux
2025-05-07T16:46:05.695154,P1,1016.5943966658897,hPa
2025-05-07T16:46:06.695812,T1,14.095974666461077,°C
2025-05-07T16:46:06.695812,H1,47.799271287271324,%
2025-05-07T16:46:06.695812,L1,0,lux
2025-05-07T16:46:06.695812,P1,1014.0212226262643,hPa
2025-05-07T16:46:07.696247,T1,14.933705026381451,°C
2025-05-07T16:46:07.696247,H1,47.2258222910873,%
2025-05-07T16:46:07.696247,L1,0,lux
2025-05-07T16:46:07.696247,P1,1013.2899154419362,hPa
2025-05-07T16:46:08.696547,T1,15.500961440300363,°C
2025-05-07T16:46:08.696547,H1,51.019143732372385,%
2025-05-07T16:46:08.696547,L1,0,lux
2025-05-07T16:46:08.696547,P1,1014.8701241221673,hPa
2025-05-07T16:46:09.696827,T1,13.984929222394562,°C
2025-05-07T16:46:09.696827,H1,48.53384991658436,%
2025-05-07T16:46:09.696827,L1,0,lux
2025-05-07T16:46:09.696827,P1,1015.1594770349175,hPa
2025-05-07T16:46:10.697161,T1,16.006996403650795,°C
2025-05-07T16:46:10.697161,H1,47.91992195449426,%
2025-05-07T16:46:10.697161,L1,0,lux
2025-05-07T16:46:10.697161,P1,1016.3916857174769,hPa
2025-05-07T16:46:11.697455,T1,13.602311602633755,°C
2025-05-07T16:46:11.697455,H1,51.28918928653751,%
2025-05-07T16:46:11.697455,L1,0,lux
2025-05-07T16:46:11.697455,P1,1015.7171749381615,hPa
2025-05-07T16:46:12.698105,T1,17.030350381419346,°C
2025-05-07T16:46:12.698105,H1,49.270468838421706,%
2025-05-07T16:46:12.698105,L1,0,lux
2025-05-07T16:46:12.698105,P1,1014.9124443810474,hPa
2025-05-07T16:46:13.698720,T1,11.802843124604989,°C
2025-05-07T16:46:13.698720,H1,50.55652876642412,%
2025-05-07T16:46:13.698720,L1,0,lux
2025-05-07T16:46:13.698720,P1,1013.210859984386,hPa
